ID,nickname,gender,level,followers,address,content,likes,time,hierarchy,rootID
5141583498841340,妹妹头重度依赖依赖,女,0,2,广东,退坑了来看笑话呢，你原来会改啊，那之前的君君拉棘能不能也改改呢呵呵，连着三四次了这次更是逆天,3,2025-03-07 15:28:15,根评论,5141583498841340
5141581657278512,吾乃天命之人也,男,0,21,河南,接终末地暴死,6,2025-03-07 15:20:56,根评论,5141581657278512
5141581384388074,吾乃天命之人也,男,0,21,河南,回复@吾乃天命之人也:你们有几个母亲敢这样做角色,0,2025-03-07 15:19:51,根评论,5141581384388074
5141580495717987,300liv,女,0,10,广东,某天海猫去4s店买辆车，看见只有俩轱辘，问sjs，sjs说没事，近两年的车都这样，抑制车速膨胀，俩轮套铁皮壳子也能跑嘛，海猫指着sjs的鼻子骂，sjs怕海猫带节奏影响车的销量，无奈又给海猫加装了俩轱辘，好歹是能正常跑了，之前买过只有俩轱辘甚至一个都没有的说我测，还能这样,5,2025-03-07 15:16:19,根评论,5141580495717987
5141577883716121,黄红彩椒肉盖饭狂信徒,女,0,20,北京,我真的好奇了你是不是真的恨弑君者真的恨得没边了[允悲]不是厨子只是神人分队博士银印roll出感情了，你在年底小游戏玩推拉梗，在萨卡兹夺路而跳玩掉坑梗，强度喜提处决者强者模板最弱最鸡肋（甚至还是六星），你到底想干什么[允悲],8,2025-03-07 15:05:56,根评论,5141577883716121
5141577802449834,用户7882482704,女,0,0,日本,加强引星棘刺！！！！！,1,2025-03-07 15:05:37,根评论,5141577802449834
5141577307523517,别靠近竞男,女,0,20,湖北,你有几个🐴啊敢在出演示视频后随便改数值？想被大字报爱了是吗[费解]你的底气来源于没有🐴吗，那无敌了,2,2025-03-07 15:03:39,根评论,5141577307523517
5141576188168155,聂行秋,男,0,17,四川,回复@聂行秋:而且b游评论区都开始打一星了，我看只有大规模影响游戏评分yj才会改吧。,3,2025-03-07 14:59:12,子评论,5141521964466809
5141575958267300,高深莫测的数字生命,女,0,0,山东,加强黑键[太开心],3,2025-03-07 14:58:17,根评论,5141575958267300
5141572708206104,StreetLight_Moonglow,女,0,258,上海,要不顺便加强一下五星吧,1,2025-03-07 14:45:22,根评论,5141572708206104
5141572158226459,枯枝一把,女,0,5,安徽,回复@枯枝一把:还有我那一系列男六帅哥们 yj真的不做人,1,2025-03-07 14:43:10,子评论,5141571821898223
5141571821898223,枯枝一把,女,0,5,安徽,路过给幽鲨喊一嘴 技能有几个能用啊花了我大价钱抽出来的[泪],4,2025-03-07 14:41:51,根评论,5141571821898223
5141571733291667,聂行秋,男,0,17,四川,回复@溜溜梅批发市场:不如直接冲b站，拉普当时微博评论冲成什么样了也不见改。,0,2025-03-07 14:41:29,子评论,5141521964466809
5141569313179880,球球吨吨,男,0,34,河北,回复@强度上强度:别急，香蕉姐还没模组呢，出了模组更是未来可期呀[哇]。反正我们引星棘刺出一个模组就是埋一铲子土,0,2025-03-07 14:31:53,子评论,5141513412807019
5141569087474426,泠隅,女,0,7,广西,加强远牙‼️加强空弦‼️加强水月‼️加强夕‼️加强异客‼️加强伺夜‼️加强白铁‼️加强重岳‼️加强止颂‼️加强圣约送葬人‼️加强薇薇安娜‼️加强弑君者‼️加强引星棘刺‼️加强霍尔海雅‼️加强琳琅诗怀雅‼️加强荒芜拉普兰德‼️加强隐德来希‼️给所有被你处心积虑下毒还不改的角色道歉！,19,2025-03-07 14:30:59,根评论,5141569087474426
